GUID:{D1057998-6320-421d-B116-29C7F6D23B06},ObjectType,Stereotype,LSSTRequirements,Version,Name,Notes,ComplianceAssessment,ComplianceMethod,ComplianceStatusSummary,ComplianceDoc,VerificationOwner,RTA,VerificationLevel,VerificationMethod-Primary,VerficationMethod-Secondary,Verification Requirement,Success Criteria,Possible Requirement Changes/Notes
{2F11A112-4625-441c-8B36-DCFBE4AEAC9D},Requirement,requirement,DMS-REQ-0291,1,Query Repeatibility,"Specification: The DMS shall ensure that any query executed at a particular point in time against any DMS delivered database shall be repeatable at a later date, and produce results that are either identical or include additional results (owing to updates from Level-1 processing).",,,,,DM,,SL,Demonstration,,Can be verified prior to commissioning with processed precursor test data along with a defined set of queries. Query on previous DR run is verified to work even when newer DR is the default.,,
{FF4AE264-12E9-4b40-BABB-32DC41CCAEE3},Requirement,requirement,DMS-REQ-0292,1,Uniqueness of IDs Across Data Releases,"Specification: The identifiers of Sources and Objects of all types shall not be preserved (except coincidentally) from one data release to the next. Discussion: The objective is to dramatically reduce confusion for end-users of Catlogs.",,,,,DM,,SL,Demonstration,,"Simple: Inspect the ID generation code and confirm that DR number is encoded in each ID. Better: With carefully selected precursor data, do multiple DRP runs and verify that IDs are not reused.",,
{C4F2A55E-511F-4977-9F95-F6265CCAC18F},Requirement,requirement,DMS-REQ-0293,1,Selection of Datasets,"Specification: A Dataset may consist of one or more pixel images, a set of records in a file or database, or any other grouping of data that are processed or produced as a logical unit. The DMS shall be able to identify and retrieve complete, consistent datasets for processing. Discussion: Logical groupings might be pairs of Exposures in a Visit, along with supporting metadata and provenance information, or might be groupings defined in the context of Level-3 processing.",,,,,DM,,SL,Demonstration,,Demonstrate that composites can be assembled in the butler for a reasonable sampling of dataset types.,,
{7908D0D8-D4D9-4932-B4F9-E827807272B8},Requirement,requirement,DMS-REQ-0294,1,Processing of Datasets,"Specification: The DMS shall be able to process all datasets meeting specified criteria exactly once. Discussion: The criteria may be specified by DMS processing software, or by a scientist end-user for Level-3 production. ""Exactly once"" implies processing with a successful conclusion.",,,,,DM,,HL,Demonstration,,This requirement needs clarification and is impossible to verify as written.,,
{7EE6FAC3-7CA3-4c8b-918F-DD5D062ABE77},Requirement,requirement,DMS-REQ-0295,1,Transparent Data Access,"Specification: The DMS shall be able to retrieve datasets from a local Facility, or from any remote LSST Facility.",,,,,DM,,SL,Demonstration,,Show that a file stored at NCSA can also be obtained from IN2P3 and the Chilean DAC. Can be done with test DRP data.,,
{8FE67E33-885D-45e4-A080-7DCE3FD8B67F},Requirement,requirement,DMS-REQ-0284,1,Level-1 Production Completeness,"Specification: The DMS shall ensure that all images taken by the camera and marked for Level-1 processing are eventually retrieved, archived, and processed even in the event of connectivity failure between downstream Facilities.",,,,,DM,,SL,Demonstration,,"With simulated data backbone and DAQ, take data, disable network, continue taking data, put network back, check archive.",,
{0D97458B-4EAA-40a0-83BD-9ACA71E77565},Requirement,requirement,DMS-REQ-0131,1,Calibration Images Available 1 Hour Before Observing,Specification: Calibration Images shall be available for nightly observing in the DMS image archive at least 1 hour prior to the start of observing.,,,,,DM,,SL,Demonstration,,"With calibration observation data that requires the most processing, ensure that it can be processed and stored on the correct timescale. Simulate a ""worst possible"" night's observing and inspect the daily operations plan.",,
{3DE9697F-C504-45c6-BA60-01AEA4917ABF},Requirement,requirement,DMS-REQ-0002,1,Transient Alert Distribution,"Specification: Identified transient events shall be made available to end-users in the form of alerts, which shall be published to community alert distribution networks using community-standard protocols, to be determined during the LSST construction phase as community standards evolve.",,,,,DM,,SL,Demonstration,,"With precursor data, do L1 processing and issue alerts to a standards-based broker.",,
{84134850-D904-4c22-853D-A05152F95927},Requirement,requirement,DMS-REQ-0285,1,Level 1 Source Association,"Specification: The DMS shall associate clusters of DIASources detected on multiple visits taken at different times with either a DIAObject or an SSObject. Discussion: The association will represent the underlying astrophysical phenomenon.",,,,,DM,,SL,Demonstration,,"How is this not just DMS-REQ-0271 rewritten? Is ""clusters"" important here? Night of precursor L1 data processing should result in DIAObject and SSObject association.",,
{16E6C735-EC15-4b5c-A45B-EBFB91E52E0F},Requirement,requirement,DMS-REQ-0286,1,SSObject Precovery,"Specification: Upon identifying a new SSObject, the DMS shall associate additional DIAObjects that are consistent with the orbital parameters (precovery), and update DIAObject entries so associated.",,,,,DM,,SL,Demonstration,,Carefully craft an input dataset from precursor data that ensures that precovery will only be triggered later in the processing. Check that precovery occurs and object association is done.,,
{68DD99F8-84CD-46fd-BF22-3B98CC7DA5E0},Requirement,requirement,DMS-REQ-0287,1,DIASource Precovery,"Specification: For all DIASources not associated with either DIAObjects or SSObjects, the DMS shall perform forced photometry at the location of the new source (precovery) on all Difference Exposures obtained in the prior precoveryWindow, and make the results publicly available within L1PublicT. Discussion: The precoveryWindow is intended to satisfy the most common scientific use cases (e.g., Supernovae), without placing an undue burden on the processing infrastructure.  For reasons of practicality and efficiency, precoveryWindow &lt;= l1CacheLifetime.",,,,,DM,,SL,Demonstration,,"Precursor or simulated L1 data covering precoveryWindow plus a few days. Detect DIASource towards end of window, ensure, at minimum, precoveryWindow forced photometry is performed.",,
{5C3FD261-F4A0-44c5-BE74-8B09AA40696C},Class,constraintBlock,,1,diaSourcePrecovery,,,,,,,,,,,,,
{AB2BD847-9ED0-46c4-8833-E8325C0EEDD9},Requirement,requirement,DMS-REQ-0288,1,Use of External Orbit Catalogs,"Specification: It shall be possible for DMS to make use of approved external catalogs and observations to improve the identification of SSObjects, and therefore increase the purity of the transient Alert stream in nightly processing.",,,,,DM,,SL,Demonstration,,"Either demonstrate an external catalog being used in MOPS, or show the code that would use the external catalog. Former preferred.",,
{738DCB85-EF1D-4637-BEF3-D783749D7795},Requirement,requirement,DMS-REQ-0089,1,Solar System Objects Available within 24 hours,Specification: Detected moving objects and associated metadata shall be available for public access in the DMS science data archive within time L1PublicT of their generation by the DMS.,,,,,DM,,SL,Demonstration,,"Reduce some L1 data covering a large enough epoch to determine orbits. Then reduce an entire night of L1 data, run dayMOPS, determine orbit updates, wait for public information to be updated. Was it less than L1PublicT?",,
{9091008A-5166-423d-A71A-B199BCE94C15},Requirement,requirement,DMS-REQ-0096,1,Generate Data Quality Report within 4 hours,"Specification: The DMS shall generate a nightly Data Quality Report within time dqReportComplTime in both human-readable and machine-readable forms.Discussion: The Report must be timely in order to evaluate whether changes to hardware, software, or procedures are needed for the following night's observing.",,,,,DM,,SL,Demonstration,,"Reduce a night of L1 data. Wait for report to appear. Is it on time? Is it human-readable? ""Machine-readable"" is a database table or a text file. The clock begins when Prompt Processing ends in the morning.",,
{78578063-4578-4acf-951B-4DE9E1460773},Class,constraintBlock,,1,dqReport,,,,,,,,,,,,,
{3D9682B3-7E95-4931-B7BA-2AF1F4FD0B6F},Requirement,requirement,DMS-REQ-0098,1,Generate DMS Performance Report within 4 hours,"Specification: The DMS shall generate a nightly DMS Performance Report within time perfReportComplTime in both human-readable and machine-readable forms.Discussion: The Report must be timely in order to evaluate whether changes to hardware, software, or procedures are needed for the following night's observing.",,,,,DM,,SL,Demonstration,,Reduce a night of L1 data. Wait for report to appear. Is it on time? Is it human-readable? Is the text file machine readable?,,
{B36F2214-8E39-4a7c-A60D-C0562DC2B599},Class,constraintBlock,,1,perfReport,,,,,,,,,,,,,
{203E078C-4C90-4f64-B335-741A1FEB2F56},Requirement,requirement,DMS-REQ-0100,1,Generate Calibration Report within 4 hours,"Specification: The DMS shall generate a nightly Calibration Report within time calibReportComplTime in both human-readable and machine-readable forms.Discussion: The Report must be timely in order to evaluate whether changes to hardware, software, or procedures are needed for the following night's observing.",,,,,DM,,SL,Demonstration,,Reduce a night of L1 data and day time calibrations. Wait for report to appear. Is it on time? Is the timeline mainly driven by day time calibrations? ,,
{AC8020A8-2F67-4182-B54D-B63EE40FE91B},Class,constraintBlock,,1,calibReport,,,,,,,,,,,,,
{AC5ED855-A041-4a02-909F-926FB64E58A8},Requirement,requirement,DMS-REQ-0289,1,Calibration Production Processing,"Specification: The DMS shall be capable of producing calibration data products on an as-needed basis, consistent with monitoring the health and performance of the instrument, the availability of raw calibration exposures, the temporal stability of the calibrations, and of the SRD requirements for calibration accuracy.",,,,,DM,,SL,Inspection,,Vague. DM needs to be able to take any calibration data and reduce them. This requirement does not cover decisions on when to take calibrations. Show that CPP is in place and can reduce data.,,
{E97703F1-FC33-4921-A252-2295B0C8907D},Requirement,requirement,DMS-REQ-0006,1,Timely Publication of Level 2 Data Releases,Specification: The DMS shall make available to end-users all Level-2 data products as soon as possible following the execution of the Data Release Production and the verification of science data quality.,,,,,DM,,SL,Inspection,,"Unverifiable ""as soon as possible"". Can only be attempted during the first data release. All we can verify is the release process documentation.",,
{9D853AA6-5096-4035-BD0A-03F5EF3A7D5D},Requirement,requirement,DMS-REQ-0290,1,Level 3 Data Import,"Specification: The DMS shall be able to ingest tables from common file formats (e.g. FITS tables, CSV files with supporting metadata) to facilitate the loading of external catalogs and the production of Level-3 data products.",,,,,DM,,SL,Demonstration,,Requires a fixed list of import formats. L3 user uploads catalog into L3 system and can then do queries upon it.,,
{577371E6-E180-464e-A677-B518C986B63A},Requirement,requirement,DMS-REQ-0119,1,DAC resource allocation for Level 3 processing,"Specification: The DMS shall provide a resource allocation mechanism for the DACs that allows the prioritization and allocation of resources to a variety of Level 3 processing activities. Discussion: It is assumed that the DAC Level 3 processing resources will likely be oversubscribed, making this necessary. ",,,,,DM,,SL,Demonstration,,Create L3 instance. Submit a number of L3 processing jobs and demonstrate that prioritization and resource allocation happens correctly when limits are set lower than normal.,,
{A1B6F1B7-5029-487f-B7BB-FEDC5A816222},Requirement,requirement,DMS-REQ-0120,1,Level 3 Data Product Self Consistency,"Specification: The DMS shall provide a means for ensuring that users' Level 3 processing tasks can be carried out on self-consistent inputs - i.e., catalogs, images, metadata, calibrations, camera configuration data, etc., that match each other and all arise from consistent Level 1 and Level 2 processings.",,,,,DM,,SL,Inspection,,"This verification is hard. All you can do is inspect the APIs to ensure that missed DRs can not happen without being explicit, and ensure that the butler can be configured to access a specific DR.",,
{8F544801-99E1-4fe2-B17E-F25858554C69},Requirement,requirement,DMS-REQ-0121,1,Provenance for Level 3 processing at DACs,"Specification: The DMS shall provide a means for recording provenance information for Level 3 processing that is performed at DACs, covering at least all the DMS-provided inputs to the processing (e.g., catalog data used as inputs, dataset metadata, calibrations and camera data from the EFD).Discussion: The DMS should also provide an optional means for Level 3 processing users at DACs to maintain basic provenance information on their own inputs to a processing task, such as code or additional calibration data.Rationale: the DMS should facilitate Level 3 processing users in being able to carry out their work in a reproducible way.",,,,,DM,,SL,Inspection,,Show that an API exists for reading and writing provenance information in a L3 environment.,,
{F572916E-F83A-450b-BD50-AB122966F6A7},Requirement,requirement,DMS-REQ-0125,1,Software framework for Level 3 catalog processing,"Specification: The DMS shall provide a software framework that facilitates Level 3 processing of catalogs.  This framework shall provide a means for applying user-provided processing to catalog data, including measuring and ensuring the completeness of the application - i.e., that the specified processing was applied to all of, and only, the entire contents of the desired catalog(s).",,,,,DM,,SL,Demonstration,,I don't entirely understand this requirement.,,
{F03117BF-AE3A-4303-8E5D-444B36D7E595},Requirement,requirement,DMS-REQ-0128,1,Software framework for Level 3 image processing,"Specification: The DMS shall provide a software framework that facilitates Level 3 processing of image data.  This framework shall provide a means for applying user-provided processing to image data, including measuring and ensuring the completeness of the application - i.e., that the specified processing was applied to all of, and only, the entire contents of the desired dataset.",,,,,DM,,SL,Demonstration,,I don't entirely understand this requirement.,,
{7E456CB8-FA84-491f-85A3-23AB8593DA41},Requirement,requirement,DMS-REQ-0308,1,Software Architecture to Enable Community Re-Use,"Specification: The DMS software architecture shall be designed to enable high throughput on high-performance compute platforms, while also enabling the use of science-specific algorithms by science users on commodity desktop compute platforms. Discussion: The high data volume and short processing timeline for LSST Productions anticipates the use of high-performance compute infrastructure, while the need to make the science algorithms immediately applicable to science teams for Level-3 processing drives the need for easy interoperability with desktop compute environments.",,,,,DM,,SL,Demonstration,,"Show that a processing run (of limited size) can be performed on a desktop and archive centre. Are we meant to be verifying ""high throughput""?",,
{46E2DB41-772B-4b94-9BE6-C98489B8314D},Requirement,requirement,DMS-REQ-0009,1,Simulated Data,Specification: The DMS shall provide the ability to inject artificial or simulated data into data products to assess the functional and temporal performance of the production processing software.,,,,,DM,,SL,Demonstration,,Show that artificial sources can be injected into data streams and recovered. Show that processing of simulated data recovers sources to the completeness required.,,
{AF33F730-2968-4368-BA84-2FC0944D70DC},Requirement,requirement,DMS-REQ-0296,1,"Pre-cursor, and Real Data","Specification: The DMS shall provide for the ability to process data from other electronic, pixel-oriented astronomical imaging cameras. Discussion: A comparison of DMS products to that produced by similar systems for other cameras provides an essential validation of DMS algorithms and techniques.",,,,,DM,,SL,Demonstration,,Proven by reducing precursor data.,,
{F9D43568-AD28-4f98-B5A0-FD2162ADE12F},Requirement,requirement,DMS-REQ-0032,1,Image Differencing,"Specification: The DMS shall provide software to perform image differencing, generating Difference Exposures from the comparison of single exposures and/or coadded images.",,,,,DM,,SL,Demonstration,,Verified as part of L1 processing.,,
{F76987D0-18BF-45f0-AD88-EC3E1EE65093},Requirement,requirement,DMS-REQ-0033,1,Provide Source Detection Software,"Specification: The DMS shall provide software for the detection of sources in a calibrated image, which may be a Difference Image or a Co-Add image.",,,,,DM,,SL,Demonstration,,"Given reference (possible simulated) difference images and coadd images, generate catalog and compare with known values.",,
{E1BFADFC-7714-4c78-819C-6155BDA48F98},Requirement,requirement,DMS-REQ-0043,1,Provide Calibrated Photometry,"Specification: The DMS shall provide calibrated photometry in each observed passband for all measured entities (e.g., DIASources, Sources, Objects), measuring the AB magnitude of the equivalent flat-SED source, above the atmosphere.Discussion: Note that the SED is only assumed to be flat within the passband of the measurement.",,,,,DM,,SL,Demonstration,,Test with precursor data and show that AB magnitudes are calculated. This functional requirement does not include a test that these magnitudes are accurate.,,
{DEF8FEE0-11E2-4b35-8613-7D30405C110A},Requirement,requirement,DMS-REQ-0042,1,Provide Astrometric Model,"Specification: An astrometric model shall be provided for every Object and DIAObject which specifies at least the proper motion and parallax, and the estimated uncertainties on these quantities.",,,,,DM,,SL,Demonstration,,Precursor data covering a range of epochs  and show that proper motion and parallax has been calculated. The requirement does not specify an accuracy for these calculations.,,
{D33A6A4E-DACB-44b2-B278-EE58A57403F3},Requirement,requirement,DMS-REQ-0052,1,Enable a Range of Shape Measurement Approaches,"Specification: The DMS shall provide for the use of a variety of shape models on multiple kinds of input data to measure sources: measurement on coadds; measurement on coadds using information (e.g., PSFs) extracted from the individual exposures; measurement based on all the information from the individual Exposures simultaneously.Discussion: The most appropriate measurement model to apply depends upon the nature of the composite source.",,,,,DM,,SL,Demonstration,,"Demonstrate that the results of multiple shape models are available from Sources, Objects and ForcedSources and that this information can be obtained simultaneously using data from multiple exposures.",,
{8F100E19-EDF9-4b61-B4D4-F72D8AEEED67},Requirement,requirement,DMS-REQ-0160,1,Provide User Interface Services,"Specification: The DMS shall provide software for User Interface Services, including services to: browse LSST data products through astronomical views or visualizations; create and serve ""best"" images of selectable regions of the sky; resample and re-project images, and visualize catalog content.",,,,,DM,,SL,Demonstration,,Show that the SUI can handle these queries and interactions. Need to be more explicit on resampling/re-project. Healpix?,,
{112127A5-3482-4ba0-A08E-9489E8DF04D2},Requirement,requirement,DMS-REQ-0297,1,DMS Initialization Component,"Specification: The DMS shall contain a component that, at each Center, can initialize the DM Subsystem into a well-defined safe state when powered up. Discussion: A safe state is one that does not permit the corruption or loss of previously archived data, nor of sending spurious information over any interface.",,,,,DM,,SL,Demonstration,,"Show that all components of the DMCS (this applies to compute services, storage services, and access services) can be initialized properly.",,
{7BB27762-1E4A-4599-9E19-4222FD494403},Requirement,requirement,DMS-REQ-0155,1,Provide Data Access Services,"(This is a composite requirement in the SysML model, which simply aggregates its children.)",,,,,,,,,,,,Make pacakge/narrative
{6FED3C95-6706-40a4-8DE8-F013054547F3},Requirement,requirement,DMS-REQ-0298,1,Data Product Access,"Specification: The DMS shall provide software for Data Access Services to list and retrieve image, file, and catalog data products (including raw telescope images), their associated metadata, their provenance, or any combination thereof, independent of their actual storage location.",,,,,DM,,SL,Demonstration,,Some of this is handled by the SUI requirement (DMS-REQ-0160). A key demonstration is to run a test suite that does each of the requests in turn and verifies against reference results.,,
{75B86CD5-88AF-46ff-83F8-5C6EB5F9EF46},Requirement,requirement,DMS-REQ-0299,1,Data Product Ingest,Specification: The DMS shall provide software to ingest data products into the Science Data Archive.,,,,,DM,,SL,Demonstration,,Verify by running a mini-DRP (L1 and L2) and running the ingest phase and checking that all items appear in the archive.,,
{3C71CABA-2C81-49a0-A181-6AF1ED329EA3},Requirement,requirement,DMS-REQ-0300,1,Bulk Download Service,"Specification: The DMS shall provide software to enable bulk download of data products, subject to network bandwidth.",,,,,DM,,SL,Demonstration,,Demonstrate that data can be downloaded in bulk. Can be shown within the data centre. Better to show that it can be done between NCSA and IN2P3.,,
{ABAAF8BA-B260-461b-BE5D-62931DBDC754},Requirement,requirement,DMS-REQ-0065,1,Provide Image Access Services,"Specification: The DMS shall provide software for Image Access through community data access protocols, to support programmatic search and retrieval of images or image cut-outs. The service shall support one or more community standard formats, including the LSST pipeline input format.Discussion: At least the FITS image format will be supported though an IVOA-standard service such as SIAP. Other image formats such as JPG may be more compatible with education/public outreach needs.",,,,,DM,,SL,Demonstration,,Could be verified by DMS-REQ-0298. Demonstrate that SIA can be used to retrieve image data.,,
{7568E61E-E46A-43ed-9B2A-783CFE789FFA},Requirement,requirement,DMS-REQ-0301,1,Control of Level-1 Production,"Specification: The DMS shall contain a component to control all Level-1 Data Product production. Discussion: This specifically addresses the need to control the Alert Production across all DMS facilities.",,,,,,,SL,Demonstration,,Run a test night of L1 data.,,
{D227A6F2-EA3F-46b3-8036-351879D9E3AE},Requirement,requirement,DMS-REQ-0156,1,Provide Pipeline Execution Services,"(This is a composite requirement in the SysML model, which simply aggregates its children.)",,,,,,,,,,,,Make package/narrative
{282DBED8-5AD1-424d-8AEB-711B666D8A52},Requirement,requirement,DMS-REQ-0302,1,Production Orchestration,"Specification: The DMS shall provide software to orchestrate execution of productions, including deploying pipelines on a computing platform.",,,,,,,SL,Demonstration,,Send simulated or precursor observations to processing system at the correct rate and check that the system configures itself properly.,,
{159C04A8-BFFC-4748-B27D-73E01E4AF9F9},Requirement,requirement,DMS-REQ-0303,1,Production Monitoring,Specification: The DMS shall provide software to monitor execution of pipelines in real time.,,,,,,,SL,Demonstration,,For test in DMS-REQ-0302 verify that status GUI functions as expected.,,
{0F98FC8D-8A70-44a6-AD95-A2D610DFAAA9},Requirement,requirement,DMS-REQ-0304,1,Production Fault Tolerance,Specification: The DMS shall provide software to detect faults in pipeline execution and recover when possible.,,,,,,,SL,Demonstration,,"For test in DMS-REQ-0302 introduce a ""Chaos monkey"" to randomly take down processing nodes (including coordinator). Check that system recovers on its own.",,
{470796C8-4BA2-412f-BD20-6D562B1D39B6},Requirement,requirement,DMS-REQ-0158,1,Provide Pipeline Construction Services,"(This is a composite requirement in the SysML model, which simply aggregates its children.)",,,,,,,,,,,,Make package/narrative
{C8589C69-DC18-47c0-B8A4-A0737DCA6374},Requirement,requirement,DMS-REQ-0305,1,Task Specification,"Specification: The DMS shall provide software to define (and redefine without recompilation) a pipeline task containing a science algorithm, which may in turn consist of the execution of other subtasks.",,,,,,,SL,Inspection,,Show that task code is configurable and can consist of multiple subtasks chained together.,,
{EDC8A163-03B6-422c-8A20-BD3F54046E61},Requirement,requirement,DMS-REQ-0306,1,Task Configuration,"Specification: The DMS shall provide software to define, override components of, and verify the suitability of the configuration for a task.",,,,,,,SL,Demonstration,,Configurations are tested as they are loaded. Show that the configuration system passes unit tests.,,
{EECD24B6-3A1C-4337-8A08-04B5D4AAF89E},Requirement,requirement,DMS-REQ-0307,1,Unique Processing Coverage,Specification: The DMS shall enable applications to process every record in a table meeting user-specified criteria exactly once.,,,,,,,SL,Demonstration,,Similar to DMS-REQ-0125. I don't know how to control this. Is an iterator interface enough to verify this?,,
{7564AB4C-A6A9-43ea-8FC4-69CF2BAEAA2F},Requirement,requirement,DMS-REQ-0309,1,Raw Data Archiving Reliability,"Specification: The DMS system shall archive all data, including science, wavefront, and guider images and associated metadata, that are presented for archiving by up-stream systems, with a rate of permanent data loss or corruption not to exceed dataLossMax. Discussion: Data ""presented for archiving"" means data that have been successfully transferred from upstream systems to DMS, and that are intended for permanent archiving. Data obtained for diagnostic and other limited-use engineering purposes are specifically excluded from this requirement.",,,,,,,SL,Demonstration,,Simulated DAQ. Send data to archiver. Ensure that no data are lost. For a short test we should never lose data. Verify that all data are present. No timescale for that specified. Can not check data corruption rates so must do so by inspection of networking and archiving systems. DAQ does not send checksums so we can never guaranteee that the archived data matched the camera readout. We can use checksums to verify that the data have not changed since we received it.,,
{CF302EAC-FF38-4e56-8BA5-BE8F8982FB42},Class,constraintBlock,,1,rawArchiveReliability,,,,,,,,,,,,,
{E0F5458C-5DC2-4ff9-9E48-36F2FE84830C},Requirement,requirement,DMS-REQ-0094,1,Keep Historical Alert Archive,Specification: The DMS shall preserve and keep in an accessible state an alert archive with all issued alerts for a historical record and for false alert analysis. ,,,,,,,SL,Demonstration,,"Show that alerts go into the L1 live database. Show that it is generated and inspect access policies, retention policies, and disaster recovery scheme. Can not demonstrate that we are keeping it updating for the entire survey.",,
{0DCE4D6B-15DC-47f7-B54F-70986D6305A4},Requirement,requirement,DMS-REQ-0310,1,Un-Archived Data Product Cache,Specification: The DMS shall provide low-latency storage for un-archived data products of at least l1CacheLifetime to enable efficient precovery and other Level-1 production measurements.,,,,,,,SL,Demonstration,,"For the earlier test of L1 processing system with mulitple epochs, verify that (1) unarchived products are persisted and (2) they are found during precovery.",,
{3D58D912-AF3A-47c1-96E5-DC4EBA273596},Class,constraintBlock,,1,l1Cache,,,,,,,,,,,,,
{194D01BE-B435-4992-97B0-DAE7FC2F752F},Requirement,requirement,DMS-REQ-0311,1,Regenerate Un-archived Data Products,"Specification: The DMS shall be able to regenerate unarchived data products to within scientifically reasonable tolerances. Discussion: Unarchived data products currently include Processed Exposures for single visits, and Difference Images. Scientifically reasonable tolerances means well within the formal uncertainties of the data product, given the same production software, calibrations, and compute platform, all of which are expected to change (and improve) during the course of the survey.",,,,,,,SL,Demonstration,,"Run a small processing job. Download the unarchived data products. From information in the provenance of those data products, request a new processing and compare. Required that the baseline software is updated before this test is performed so that the provenance system is forced to use an older build.",,
{CB4A59F1-8520-464b-84AC-7420C0B49808},Requirement,requirement,DMS-REQ-0312,1,Level 1 Data Product Access,"Specification: The DMS shall maintain a ""live"" Level 1 Database for query by science users, updated as a result of Alert Production processing.",,,,,,,SL,Demonstration,,Do a real-time L1 test run. Demonstrate that an end-user can see the L1 database being updated live.,,
{B7B1E84D-A844-4bc3-BEBD-C6340005EA1C},Requirement,requirement,DMS-REQ-0313,1,Level 1 & 2 Catalog Access,Specification: The DMS shall maintain both the Level-2 catalog and the reprocessed Level-1 catalog from the most recent two Data Releases for query by science users.,,,,,,,SL,Inspection,,Can only really be demonstrated when the 3rd data release is created. This could be done using precursor survey data by demonstrating that DR1 is deleted and moved to tape when DR3 is released. It may be that for commissioning we can only show this by inspection of release policy document.,,
{DB575974-126A-433e-9E2E-A026EBFDA0B7},Requirement,requirement,DMS-REQ-0102,1,Provide Engineering & Facility Database Archive,Specification: Engineering and Facility data from the Observatory Control System and associated metadata shall be permanently archived by the DMS and available for public access within 24 hours of their generation by the OCS.,,,,,,,SL,Demonstration,,"DM-only demonstration: use an EFD clone, manually set some values in it, show that the values appear in the DM version of the EFD and are publically queryable. Commissioning demonstration: With a test EFD being populated in real-time by OCS tasks in a simulated summit environment, demonstrate that the values are public within 24 hours.",,
{8DAE2182-0F52-4014-9565-F5CB20BB4565},Requirement,requirement,DMS-REQ-0075,1,Catalog Queries,"Specification: The catalogs shall be queryable with a structured language, such as SQL.Discussion: Queries are expected to be generated via Science User Interfaces, and software within and external to DMS, including VO clients. The queries may be translated to (and optimized for) the native query language of the DMS database server.",,,,,,,SL,Demonstration,,"Using a TAP service, send an ADQL query and verify that the results are as expected.",,
{213ED1C6-4065-4e6c-8FF4-89890241BA77},Requirement,requirement,DMS-REQ-0078,1,Catalog Export Formats,"Specification: The DMS catalog archive shall provide catalog data and associated metadata on request in community standard formats:* Comma-separated ASCII text* eXtensible Markup Language (XML) format, including VOTable   (http://www.ivoa.net/twiki/bin/view/IVOA/IvoaVOTable), and* FITS tables.",,,,,,,SL,Demonstration,,"Using TAP server, form ADQL query and verify that results can be retrieved in the specified formats.",,
{4E10EC00-B127-46c9-B1C0-EFE33C7233FA},Requirement,requirement,DMS-REQ-0077,1,Maintain Archive Publicly Accessible,"Specification: All releases of the DMS catalog archive shall be maintained and preserved in a publicly accessible state for the entire operational life of the LSST observatory.Discussion: The scientific intent is satisfied by keeping data products from the current DRP release and the one prior available with low-latency, in a form readily queryable by the public. Earlier releases may be available from deep-store with potentially high latency, for bulk download by users.",,,,,,,SL, Demonstration,,For a system with 3 precursor data releases. Verify that queries can be performed on the 2 active DRs and that the DR1 can be downloaded in bulk. No requirement for DR1 to be queryable.,,
{DC499F09-6369-4016-81FA-2D5A984E89FB},Requirement,requirement,DMS-REQ-0318,1,Data Management Unscheduled Downtime,"Specification: The Data Management subsystem shall be designed to facilitate unplanned repair activities expected not to exceed DMDowntime days per year.Discussion: This requirement does not apply to DM's alert publication and other data processing and user-interaction functionality, but only to failures in DM that directly prevent the collection of survey data. The reference case would be a failure of communication or archiving that lasted longer than the capacity of the Summit buffer -- i.e., a 3-day outage would exceed the nominal buffer capacity by one day and therefore use up the proposed allocation.This requirement does not invoke the need to verify by reliability analysis. Verification is by analysis that identifies likely hardware failures and identifies mitigations to minimize downtime caused by those failures. ",,,,,,,SL,Inspection,,"Identify likely hardware failures and identify mitigations to minimize downtime caused by those failures. If the failure is critical infrastructure at NCSA, show that we can redirect data backbone archiving to IN2P3.",,
{7BFF22C6-944F-4f1d-BAB9-1BB7504EEECA},Class,constraintBlock,,1,DMUnplannedDowntime,,,,,,,,,,,,,
{6D37E977-B682-46f0-BBB1-EBDF80AE2DAB},Requirement,requirement,DMS-REQ-0161,1,"Optimization of Cost, Reliability and Availability in Order","Specification: Within a fixed cost envelope for the Data Management subsystem, the allocation of processing and storage facilities will optimize reliability over availability to end users.",,,,,,,,Inspection,,Inspect resource management policies that devote resources to production catch-up (when required) over end users.,,
{7B146FEC-7759-4e7a-B022-9511EF2FB3D4},Requirement,requirement,DMS-REQ-0314,1,Compute Platform Heterogeneity,"Specification: At any given LSST computational facility the DMS shall be capable of operations on a heterogeneous cluster of machines. The hardware, operating system, and other machine parameters shall be limited to a project-approved set.Discussion: The necessity of replacing hardware throughout the course of the survey essentially guarantees heterogeneity within a cluster.",,,,,,,SL,Demonstration,,Run L1 demonstration tests on a cluster that is made up of different hardware configurations (at least 2). The operating systems running the processing (from VMs?) can differ. Show document containing minimum hardware specification.,,
{A5E09D96-2F76-4231-B0B2-87F08C8DD99A},Requirement,requirement,DMS-REQ-0162,1,Pipeline Throughput,"Specification: The infrastructure will be sized such that the net throughput of the data processing pipelines will permit a complete processing of a night’s observing data prior to the start of the next observing night, assuming no system outages",,,,,,,SL,Demonstration,,"From a night's worth of test data. Simulate a night at the fastest observing cadence and worst case source density, and ensure the processing is complete before the next night would have started (for the longest observing night).",,
